time,lon,lat,rcp26_prcptot_p10,rcp26_prcptot_p50,rcp26_prcptot_p90,rcp45_prcptot_p10,rcp45_prcptot_p50,rcp45_prcptot_p90,rcp85_prcptot_p10,rcp85_prcptot_p50,rcp85_prcptot_p90
1957-06-01,-114.29,49.21,51.47,128.72,170.21,51.47,129.09,170.21,51.47,129.09,170.21
1957-07-01,-114.29,49.21,5.19,32.09,89.25,5.41,31.53,91.40,5.41,31.84,91.39
1957-08-01,-114.29,49.21,22.26,43.30,105.74,22.26,42.51,106.19,22.26,42.59,106.71
1957-09-01,-114.29,49.21,11.56,49.71,94.13,11.56,50.21,94.85,11.81,50.21,94.50
1957-10-01,-114.29,49.21,10.59,31.49,70.76,10.74,32.91,70.71,10.75,33.29,70.71
1957-11-01,-114.29,49.21,45.82,73.28,103.12,45.82,71.59,104.72,45.82,71.59,101.77
1957-12-01,-114.29,49.21,16.24,69.61,102.90,16.65,69.38,102.90,16.52,69.38,102.90
1958-01-01,-114.29,49.21,39.37,72.92,118.74,40.52,72.92,116.10,42.80,72.92,113.87
1958-02-01,-114.29,49.21,42.27,61.32,116.80,42.06,62.00,118.31,41.90,62.00,117.26
1958-03-01,-114.29,49.21,20.77,45.51,87.49,20.77,45.60,90.48,20.77,44.39,90.48
1958-04-01,-114.29,49.21,47.12,72.67,107.95,47.67,72.67,111.07,46.67,72.67,107.23
1958-05-01,-114.29,49.21,45.89,115.88,146.03,45.88,114.73,146.03,45.88,116.95,146.02
1958-06-01,-114.29,49.21,29.90,100.09,172.14,30.58,100.09,180.22,30.39,100.09,180.24
1958-07-01,-114.29,49.21,11.09,31.19,80.87,11.09,30.80,80.87,11.09,31.10,82.51
1958-08-01,-114.29,49.21,13.25,35.92,81.89,13.17,35.86,82.14,12.97,35.86,81.43
1958-09-01,-114.29,49.21,30.42,63.69,118.33,30.42,67.56,118.33,30.42,66.39,118.33
1958-10-01,-114.29,49.21,32.12,48.50,67.12,32.12,47.06,65.85,32.12,46.87,68.03
1958-11-01,-114.29,49.21,23.39,53.41,97.76,24.37,53.41,98.73,23.44,53.41,98.73
1958-12-01,-114.29,49.21,27.82,58.04,107.92,28.09,58.04,107.92,27.97,58.04,107.92
1959-01-01,-114.29,49.21,33.55,64.26,131.86,33.62,63.55,130.63,33.65,61.57,130.63
1959-02-01,-114.29,49.21,26.37,53.09,80.21,26.02,51.51,81.12,27.34,52.33,80.56
1959-03-01,-114.29,49.21,39.37,59.79,118.96,39.37,60.70,119.80,39.37,59.45,118.07
1959-04-01,-114.29,49.21,31.54,56.57,138.41,31.54,56.41,138.41,31.54,57.05,138.41
1959-05-01,-114.29,49.21,39.05,90.36,151.28,39.05,89.82,147.74,39.05,89.82,150.86
1959-06-01,-114.29,49.21,43.42,86.27,168.04,44.47,86.99,159.99,43.71,86.66,169.17
1959-07-01,-114.29,49.21,8.89,29.60,105.62,8.89,30.34,110.68,8.89,30.34,110.68
1959-08-01,-114.29,49.21,16.64,41.83,106.53,16.35,40.93,106.54,16.35,41.03,106.54
1959-09-01,-114.29,49.21,13.00,52.82,77.56,13.00,53.10,77.56,13.00,53.10,78.27
1959-10-01,-114.29,49.21,31.88,60.16,97.94,29.88,60.96,97.94,30.04,60.96,97.94
1959-11-01,-114.29,49.21,36.66,62.28,111.26,37.76,61.56,108.22,37.27,60.83,108.21
