time,lon,lat,rcp26_rx1day_p10,rcp26_rx1day_p50,rcp26_rx1day_p90,rcp45_rx1day_p10,rcp45_rx1day_p50,rcp45_rx1day_p90,rcp85_rx1day_p10,rcp85_rx1day_p50,rcp85_rx1day_p90
2012-01-01,-115.38,58.46,16.87,23.19,41.26,12.72,23.38,36.10,11.34,23.94,44.73
2013-01-01,-115.38,58.46,14.23,23.54,35.75,14.77,19.84,37.43,12.97,21.67,35.16
2014-01-01,-115.38,58.46,14.45,23.77,34.95,14.32,21.75,33.04,13.41,21.77,37.68
2015-01-01,-115.38,58.46,14.07,22.27,31.26,13.59,23.18,38.46,14.17,19.71,35.52
2016-01-01,-115.38,58.46,14.44,19.43,38.07,14.33,23.57,37.54,15.41,27.09,40.09
2017-01-01,-115.38,58.46,14.47,21.45,34.15,14.12,20.53,30.69,13.42,19.27,39.59
2018-01-01,-115.38,58.46,14.70,24.92,40.00,14.87,20.89,33.32,13.29,19.38,26.23
2019-01-01,-115.38,58.46,15.59,21.96,32.35,13.41,26.17,39.74,11.41,20.53,30.91
2020-01-01,-115.38,58.46,15.02,22.99,38.30,12.26,23.39,36.80,16.36,24.28,45.27
2021-01-01,-115.38,58.46,13.02,21.73,49.92,12.41,21.69,36.05,13.66,22.83,34.04
2022-01-01,-115.38,58.46,13.73,22.89,32.93,13.10,21.95,33.59,15.22,24.62,34.55
2023-01-01,-115.38,58.46,14.32,23.91,36.65,14.48,24.58,30.42,16.32,22.60,31.95
2024-01-01,-115.38,58.46,14.10,26.32,35.16,13.22,23.82,31.47,14.27,24.52,34.05
2025-01-01,-115.38,58.46,12.73,21.36,31.37,13.61,21.57,38.45,13.81,21.80,35.90
2026-01-01,-115.38,58.46,12.80,23.39,29.14,19.38,26.87,39.19,16.24,25.10,34.21
2027-01-01,-115.38,58.46,16.05,22.27,43.72,16.15,30.81,45.27,14.22,24.90,36.95
2028-01-01,-115.38,58.46,14.71,24.74,33.41,15.88,21.41,35.07,12.16,24.76,35.59
2029-01-01,-115.38,58.46,17.37,23.66,39.15,13.96,19.45,31.16,15.98,23.88,46.85
2030-01-01,-115.38,58.46,15.60,27.01,35.92,15.84,25.73,35.76,12.61,19.15,33.92
2031-01-01,-115.38,58.46,14.65,22.61,33.90,13.03,26.11,34.72,18.34,25.21,40.08
2032-01-01,-115.38,58.46,14.18,23.96,33.49,14.33,23.92,45.45,15.14,21.26,37.48
2033-01-01,-115.38,58.46,14.51,24.54,33.90,12.00,24.74,36.84,13.07,22.29,28.77
2034-01-01,-115.38,58.46,11.97,22.47,44.23,14.93,21.69,35.16,12.01,25.13,39.07
2035-01-01,-115.38,58.46,14.59,24.24,37.11,14.52,25.51,44.27,12.08,22.93,35.23
2036-01-01,-115.38,58.46,14.19,24.37,38.58,17.97,25.51,36.65,13.04,26.42,34.57
2037-01-01,-115.38,58.46,17.19,27.70,43.13,15.87,22.85,33.17,16.04,23.60,40.64
2038-01-01,-115.38,58.46,15.43,24.46,40.40,16.52,23.49,38.01,15.63,23.91,35.82
2039-01-01,-115.38,58.46,13.26,20.78,34.33,14.23,25.64,35.46,15.38,25.55,39.57
2040-01-01,-115.38,58.46,13.75,25.36,45.59,14.21,21.78,36.27,15.70,23.58,32.81
2041-01-01,-115.38,58.46,15.35,23.76,39.83,13.01,23.39,34.33,14.39,24.65,34.02
2042-01-01,-115.38,58.46,13.19,22.64,32.99,13.90,23.06,39.16,17.59,25.26,35.43
2043-01-01,-115.38,58.46,16.92,25.15,38.67,13.74,21.75,33.74,14.67,21.23,31.33
2044-01-01,-115.38,58.46,14.00,21.89,40.93,12.92,19.48,37.48,15.31,24.50,32.05
2045-01-01,-115.38,58.46,12.40,25.95,51.61,13.44,25.45,39.80,15.18,26.56,35.77
2046-01-01,-115.38,58.46,13.11,24.64,41.65,13.85,22.84,35.86,14.19,22.05,39.77
2047-01-01,-115.38,58.46,10.30,19.84,29.26,12.66,20.26,35.93,12.70,24.05,42.99
2048-01-01,-115.38,58.46,13.86,22.00,38.38,12.95,22.44,37.33,13.01,26.89,38.68
2049-01-01,-115.38,58.46,16.95,24.89,39.07,12.97,22.83,47.44,14.13,24.44,36.79
2050-01-01,-115.38,58.46,13.16,23.19,37.95,12.95,19.71,31.58,11.37,23.16,36.32
2051-01-01,-115.38,58.46,15.75,24.11,40.75,14.78,25.90,40.91,14.39,25.20,35.39
2052-01-01,-115.38,58.46,13.47,24.12,39.92,15.49,24.24,34.93,14.64,23.93,34.23
2053-01-01,-115.38,58.46,16.58,25.23,40.93,16.76,24.95,34.99,15.54,22.13,31.85
2054-01-01,-115.38,58.46,17.08,25.86,45.88,14.86,23.95,36.92,11.83,22.89,35.20
2055-01-01,-115.38,58.46,15.81,22.67,32.92,11.90,20.04,35.15,12.75,21.96,35.33
2056-01-01,-115.38,58.46,15.31,23.82,35.93,15.18,25.46,49.37,14.60,24.66,37.73
2057-01-01,-115.38,58.46,13.11,18.87,36.65,15.43,20.17,37.68,12.94,23.65,40.05
2058-01-01,-115.38,58.46,16.27,25.49,36.87,14.43,21.92,41.04,13.93,27.02,42.29
2059-01-01,-115.38,58.46,15.91,23.35,36.09,13.38,30.11,39.43,16.70,25.62,35.77
2060-01-01,-115.38,58.46,14.21,24.33,35.00,12.95,22.74,36.83,12.77,23.46,31.27
2061-01-01,-115.38,58.46,14.68,21.77,32.22,14.03,22.10,36.16,14.61,20.81,34.40
2062-01-01,-115.38,58.46,17.40,31.34,45.27,15.16,27.58,36.84,14.59,26.10,41.85
2063-01-01,-115.38,58.46,16.00,23.17,36.90,13.88,19.51,29.00,15.29,24.67,40.81
2064-01-01,-115.38,58.46,18.84,28.36,42.12,13.74,26.52,34.85,17.34,26.56,42.44
2065-01-01,-115.38,58.46,19.74,27.72,41.13,16.14,25.01,42.03,13.83,25.62,36.99
2066-01-01,-115.38,58.46,14.84,20.47,29.57,14.25,22.11,41.56,18.58,26.10,34.82
2067-01-01,-115.38,58.46,13.29,24.00,35.14,14.09,20.70,27.40,14.62,22.11,35.06
2068-01-01,-115.38,58.46,13.62,19.45,33.31,14.43,25.52,32.96,13.64,22.93,38.35
2069-01-01,-115.38,58.46,13.36,22.37,35.09,15.02,23.66,43.85,15.02,22.49,44.61
2070-01-01,-115.38,58.46,15.18,24.06,38.86,15.35,28.52,46.67,14.48,23.87,39.33
2071-01-01,-115.38,58.46,11.27,24.46,41.04,11.63,25.44,47.79,14.61,22.01,33.92
2072-01-01,-115.38,58.46,13.49,24.42,36.64,13.43,22.50,35.24,15.99,26.89,39.48
2073-01-01,-115.38,58.46,20.26,29.94,40.65,15.23,27.34,39.70,16.44,26.50,33.98
2074-01-01,-115.38,58.46,14.45,18.94,43.78,15.15,27.42,43.18,15.57,22.54,39.16
2075-01-01,-115.38,58.46,14.17,23.80,35.52,11.14,17.92,44.63,16.37,28.52,43.74
2076-01-01,-115.38,58.46,15.21,25.81,40.90,14.56,23.91,40.53,14.35,22.49,41.32
2077-01-01,-115.38,58.46,11.43,20.83,44.59,18.51,27.04,46.93,12.47,20.90,35.75
2078-01-01,-115.38,58.46,13.42,28.32,43.46,13.37,22.00,34.02,14.54,25.90,36.63
2079-01-01,-115.38,58.46,10.49,22.60,35.89,16.02,24.21,38.55,14.03,23.55,34.95
2080-01-01,-115.38,58.46,14.89,21.76,40.40,15.23,27.51,43.87,13.60,22.30,27.17
2081-01-01,-115.38,58.46,12.68,20.20,35.99,15.46,23.89,36.48,13.73,25.03,37.45
2082-01-01,-115.38,58.46,10.71,19.42,33.80,15.13,26.21,41.37,16.96,25.66,31.86
2083-01-01,-115.38,58.46,12.91,21.39,29.47,13.86,25.13,34.78,14.90,25.01,43.33
2084-01-01,-115.38,58.46,15.74,30.01,40.32,16.04,23.44,36.23,16.94,25.33,39.50
2085-01-01,-115.38,58.46,15.12,26.50,34.75,16.61,22.37,38.12,16.80,25.06,42.63
2086-01-01,-115.38,58.46,15.11,22.71,38.25,14.52,19.89,36.57,15.77,26.23,41.70
2087-01-01,-115.38,58.46,14.82,26.11,36.54,14.16,21.95,33.44,17.59,22.61,37.43
2088-01-01,-115.38,58.46,15.45,22.78,32.34,14.15,22.34,35.48,13.93,21.42,42.19
2089-01-01,-115.38,58.46,13.33,25.42,38.95,13.38,23.18,34.10,12.97,21.55,33.93
2090-01-01,-115.38,58.46,15.80,25.83,41.91,14.51,25.48,39.04,16.81,23.84,32.09
2091-01-01,-115.38,58.46,15.46,23.35,33.44,15.86,27.94,45.88,17.59,25.81,41.02
2092-01-01,-115.38,58.46,13.88,23.02,35.17,12.11,20.23,40.71,19.89,26.40,34.61
2093-01-01,-115.38,58.46,18.07,23.99,41.31,12.79,22.30,39.74,12.90,27.36,44.08
2094-01-01,-115.38,58.46,17.48,24.88,33.30,16.10,23.37,36.32,16.46,26.88,46.02
2095-01-01,-115.38,58.46,14.23,20.87,47.24,13.73,22.46,38.27,18.21,24.37,40.90
2096-01-01,-115.38,58.46,15.34,22.79,37.24,12.66,25.59,43.80,16.64,25.49,35.76
2097-01-01,-115.38,58.46,14.72,21.84,33.01,15.99,26.69,44.73,15.41,27.55,37.95
2098-01-01,-115.38,58.46,12.07,20.03,32.95,15.98,25.26,38.22,15.86,28.08,46.84
2099-01-01,-115.38,58.46,15.51,23.20,36.58,15.73,22.01,30.38,18.40,22.39,31.18
2100-01-01,-115.38,58.46,14.39,26.51,37.72,13.92,20.58,31.65,13.44,21.45,38.23
