time,lon,lat,rcp26_rx1day_p10,rcp26_rx1day_p50,rcp26_rx1day_p90,rcp45_rx1day_p10,rcp45_rx1day_p50,rcp45_rx1day_p90,rcp85_rx1day_p10,rcp85_rx1day_p50,rcp85_rx1day_p90
2084-01-01,-113.54,50.04,20.09,30.79,66.95,21.93,34.53,70.46,22.59,37.76,58.64
2085-01-01,-113.54,50.04,21.10,32.28,54.35,20.78,31.21,62.06,22.78,34.03,81.98
2086-01-01,-113.54,50.04,15.60,28.52,57.63,21.26,34.74,73.25,25.43,32.59,66.05
2087-01-01,-113.54,50.04,22.68,31.51,70.26,19.09,35.25,79.98,21.61,44.45,77.35
2088-01-01,-113.54,50.04,19.05,34.70,67.63,19.32,29.47,43.19,20.32,36.83,55.41
2089-01-01,-113.54,50.04,21.55,37.49,48.93,23.90,47.22,82.47,22.54,33.01,82.45
2090-01-01,-113.54,50.04,19.03,37.92,86.00,20.72,34.53,59.38,23.16,31.34,65.88
2091-01-01,-113.54,50.04,23.45,35.88,73.45,15.94,29.57,87.66,21.61,48.47,98.08
2092-01-01,-113.54,50.04,19.32,35.05,59.88,16.48,30.97,68.74,19.05,33.53,62.13
2093-01-01,-113.54,50.04,21.40,40.57,66.13,19.20,35.69,59.56,19.68,32.28,67.66
2094-01-01,-113.54,50.04,19.33,27.94,76.84,18.77,33.02,83.44,22.20,42.03,65.43
2095-01-01,-113.54,50.04,18.27,29.63,60.23,20.12,33.61,50.55,22.05,34.91,75.58
2096-01-01,-113.54,50.04,19.03,37.99,77.82,19.54,31.67,72.35,23.06,41.60,95.76
2097-01-01,-113.54,50.04,19.22,32.68,59.06,17.38,36.22,72.26,18.47,28.47,60.45
2098-01-01,-113.54,50.04,18.45,30.10,60.56,19.92,34.52,55.05,23.70,34.86,90.75
2099-01-01,-113.54,50.04,15.63,27.49,69.11,22.43,34.55,51.58,17.28,38.56,65.13
2100-01-01,-113.54,50.04,19.61,30.33,58.53,19.83,35.21,73.77,17.20,24.77,40.85
1950-01-01,-112.29,50.04,13.93,25.04,57.19,14.05,25.04,55.21,13.94,25.04,55.21
1951-01-01,-112.29,50.04,12.46,27.68,43.40,12.46,25.51,44.87,12.46,26.17,44.85
1952-01-01,-112.29,50.04,15.40,28.75,50.25,15.41,28.66,55.76,15.41,28.44,50.77
1953-01-01,-112.29,50.04,16.09,26.98,48.53,15.57,26.10,48.53,15.57,25.62,48.53
1954-01-01,-112.29,50.04,19.10,31.00,66.20,19.06,31.00,65.16,19.06,31.00,67.01
1955-01-01,-112.29,50.04,15.42,24.08,46.43,15.82,23.87,46.43,15.28,24.08,46.43
1956-01-01,-112.29,50.04,13.53,26.25,56.86,13.65,26.86,56.98,13.65,26.84,56.82
1957-01-01,-112.29,50.04,14.08,30.85,65.23,14.08,30.77,67.62,14.08,30.72,65.23
1958-01-01,-112.29,50.04,14.99,31.49,51.85,14.99,31.49,51.85,15.41,31.49,51.85
1959-01-01,-112.29,50.04,15.33,29.33,39.94,15.20,28.78,37.95,15.31,29.66,39.94
1960-01-01,-112.29,50.04,17.46,25.40,40.39,17.98,25.40,40.34,17.94,25.68,40.34
1961-01-01,-112.29,50.04,14.06,30.40,50.53,14.03,30.40,50.81,13.91,30.40,50.39
1962-01-01,-112.29,50.04,15.30,30.15,41.14,15.25,30.16,41.14,15.25,30.16,41.14
1963-01-01,-112.29,50.04,17.92,32.32,70.42,17.92,32.32,68.93,17.92,32.32,68.37
1964-01-01,-112.29,50.04,20.79,27.09,57.82,20.79,27.09,57.81,20.79,27.09,57.88
1965-01-01,-112.29,50.04,15.79,28.22,73.73,15.79,28.52,73.73,15.79,28.52,73.73
1966-01-01,-112.29,50.04,16.19,30.28,56.92,15.69,30.30,56.71,15.69,30.25,56.71
1967-01-01,-112.29,50.04,17.85,29.07,52.59,17.59,29.07,49.52,17.96,28.72,52.04
1968-01-01,-112.29,50.04,15.92,27.25,48.19,16.25,27.25,48.19,16.34,27.25,48.19
1969-01-01,-112.29,50.04,15.32,25.87,53.68,15.32,27.21,53.57,15.32,25.82,53.57
1970-01-01,-112.29,50.04,14.92,27.03,48.59,14.92,27.19,48.59,14.92,26.16,48.59
1971-01-01,-112.29,50.04,14.01,27.20,52.09,14.09,27.20,52.10,14.00,27.20,52.18
1972-01-01,-112.29,50.04,14.56,23.19,39.35,15.09,23.19,39.34,15.09,23.19,39.34
1973-01-01,-112.29,50.04,21.80,31.57,49.80,20.75,31.63,48.82,22.31,31.57,48.82
1974-01-01,-112.29,50.04,14.46,29.65,46.38,14.43,28.99,45.80,14.43,29.71,45.43
1975-01-01,-112.29,50.04,18.85,33.80,60.18,18.85,33.79,60.99,18.85,33.79,60.18
1976-01-01,-112.29,50.04,15.04,32.73,62.24,14.90,32.73,63.78,15.04,32.73,62.24
1977-01-01,-112.29,50.04,13.54,23.28,46.81,14.19,23.28,46.78,14.19,23.28,46.74
1978-01-01,-112.29,50.04,15.21,27.61,42.96,15.64,27.61,42.97,15.52,27.61,45.07
1979-01-01,-112.29,50.04,13.40,29.31,70.73,13.40,28.27,70.73,13.40,28.27,70.73
1980-01-01,-112.29,50.04,13.68,30.65,61.52,13.86,29.15,61.73,14.00,29.78,61.52
1981-01-01,-112.29,50.04,14.59,23.36,42.77,14.57,23.49,42.87,14.62,22.95,42.04
1982-01-01,-112.29,50.04,17.38,27.81,45.05,17.72,28.43,45.41,17.64,28.49,44.41
1983-01-01,-112.29,50.04,18.46,25.29,43.45,18.58,24.28,43.29,18.52,24.70,43.14
1984-01-01,-112.29,50.04,17.02,25.04,37.04,17.13,24.53,35.83,17.05,25.09,36.59
1985-01-01,-112.29,50.04,18.03,26.39,45.09,17.84,26.32,44.32,16.89,26.23,43.72
1986-01-01,-112.29,50.04,15.89,24.94,50.19,15.88,26.97,51.11,15.74,25.79,46.88
1987-01-01,-112.29,50.04,16.19,25.38,48.19,16.67,26.24,48.19,16.55,25.78,48.19
1988-01-01,-112.29,50.04,15.29,25.14,53.02,15.57,25.34,58.37,15.32,25.98,50.67
1989-01-01,-112.29,50.04,15.26,28.99,48.82,15.02,29.27,48.82,15.25,29.08,48.82
1990-01-01,-112.29,50.04,15.90,25.95,37.76,16.11,25.66,37.74,16.08,26.95,37.29
1991-01-01,-112.29,50.04,20.28,27.70,58.80,20.44,27.95,52.81,20.33,27.75,59.38
1992-01-01,-112.29,50.04,17.61,27.19,50.97,17.22,27.76,53.68,17.59,27.31,51.30
1993-01-01,-112.29,50.04,17.26,28.06,65.24,18.28,29.14,65.36,18.13,29.03,65.36
1994-01-01,-112.29,50.04,15.30,24.24,42.50,14.90,24.54,45.86,15.10,24.08,37.93
1995-01-01,-112.29,50.04,17.36,28.34,67.97,17.09,28.95,66.14,17.67,29.24,68.88
1996-01-01,-112.29,50.04,20.45,30.59,82.04,19.62,30.59,80.75,20.94,30.98,80.84
1997-01-01,-112.29,50.04,21.09,27.31,57.98,20.51,27.70,44.96,21.49,27.09,57.92
1998-01-01,-112.29,50.04,12.78,21.76,39.40,12.52,22.57,35.20,12.42,22.55,38.85
1999-01-01,-112.29,50.04,17.63,30.63,47.57,18.23,30.71,43.76,17.78,30.79,45.46
2000-01-01,-112.29,50.04,15.91,27.20,50.41,15.09,27.97,50.50,15.27,25.67,50.44
2001-01-01,-112.29,50.04,18.96,33.37,72.07,18.77,33.06,71.59,18.90,33.38,72.07
2002-01-01,-112.29,50.04,17.37,29.24,59.84,17.48,28.66,61.45,16.90,28.99,55.33
2003-01-01,-112.29,50.04,12.77,26.03,67.88,11.88,25.88,67.65,11.69,26.43,67.65
2004-01-01,-112.29,50.04,15.69,27.92,60.38,16.28,28.43,48.10,15.40,28.27,59.45
2005-01-01,-112.29,50.04,18.18,33.26,56.51,18.81,33.14,63.70,18.32,33.75,55.99
2006-01-01,-112.29,50.04,19.15,25.00,75.67,19.06,26.92,53.35,18.50,27.37,51.57
2007-01-01,-112.29,50.04,16.16,27.15,73.36,15.05,24.80,57.61,15.41,23.94,57.58
2008-01-01,-112.29,50.04,18.30,29.27,42.62,14.72,28.85,54.03,16.71,25.26,56.55
2009-01-01,-112.29,50.04,17.78,29.94,47.76,13.86,24.60,70.52,17.57,33.37,51.45
2010-01-01,-112.29,50.04,18.85,27.47,46.32,15.45,29.20,65.38,16.38,31.65,55.05
2011-01-01,-112.29,50.04,16.16,34.31,70.99,16.29,27.28,42.39,18.48,29.21,58.26
2012-01-01,-112.29,50.04,14.58,22.64,57.22,14.61,25.39,46.51,14.96,30.17,54.81
2013-01-01,-112.29,50.04,17.02,28.05,50.07,16.28,26.02,49.78,18.73,32.90,84.05
2014-01-01,-112.29,50.04,15.43,32.23,55.04,17.44,31.67,46.22,15.85,27.84,36.58
2015-01-01,-112.29,50.04,13.63,23.65,43.85,15.94,23.85,53.95,18.05,25.84,38.05
2016-01-01,-112.29,50.04,19.06,28.50,48.45,15.95,26.52,48.78,16.45,26.60,46.37
2017-01-01,-112.29,50.04,14.62,28.47,61.17,15.68,22.88,59.90,14.25,29.88,52.84
2018-01-01,-112.29,50.04,14.05,28.53,73.55,15.75,25.23,49.70,14.77,23.98,43.88
2019-01-01,-112.29,50.04,13.43,29.06,67.85,18.47,31.92,48.12,18.98,33.82,57.24
2020-01-01,-112.29,50.04,17.98,23.66,56.93,17.40,25.37,64.27,16.41,26.22,39.03
2021-01-01,-112.29,50.04,13.86,23.80,54.07,19.29,27.14,54.91,17.63,40.06,64.20
2022-01-01,-112.29,50.04,18.09,31.09,59.87,18.29,27.85,62.46,16.42,27.15,50.72
2023-01-01,-112.29,50.04,18.51,28.33,49.85,16.65,26.87,66.81,14.36,23.05,45.54
2024-01-01,-112.29,50.04,16.86,28.56,75.31,16.96,32.36,70.24,18.13,30.59,62.35
2025-01-01,-112.29,50.04,19.03,29.30,44.60,17.07,27.64,60.41,14.53,25.93,44.69
2026-01-01,-112.29,50.04,19.54,26.80,52.35,15.74,27.77,57.58,15.26,27.73,38.22
2027-01-01,-112.29,50.04,17.20,32.98,73.62,14.56,29.35,49.54,18.22,27.55,58.19
2028-01-01,-112.29,50.04,17.06,32.90,67.80,16.93,28.45,46.42,16.63,27.97,50.61
2029-01-01,-112.29,50.04,14.44,25.93,43.00,17.72,24.10,45.97,14.58,22.09,37.92
2030-01-01,-112.29,50.04,16.53,24.24,73.37,14.43,27.28,40.16,15.39,25.85,65.67
2031-01-01,-112.29,50.04,17.01,29.72,47.03,15.62,31.34,53.95,13.80,31.91,56.08
2032-01-01,-112.29,50.04,15.63,23.95,54.30,14.49,26.97,50.17,15.74,41.02,78.42
2033-01-01,-112.29,50.04,22.70,34.68,65.24,14.77,23.71,35.28,20.13,32.29,57.77
2034-01-01,-112.29,50.04,17.20,31.62,45.47,23.28,35.69,53.75,18.15,36.11,50.25
2035-01-01,-112.29,50.04,11.89,21.03,40.73,18.15,28.64,47.82,23.45,30.82,52.16
2036-01-01,-112.29,50.04,19.07,31.18,46.64,17.85,29.10,51.01,21.57,39.03,65.63
2037-01-01,-112.29,50.04,15.20,27.25,41.97,20.44,29.12,45.30,20.72,29.95,67.59
2038-01-01,-112.29,50.04,17.70,28.02,44.13,16.30,31.85,73.00,20.85,31.07,56.03
2039-01-01,-112.29,50.04,21.46,36.12,86.84,17.74,28.36,46.89,15.95,25.24,48.62
2040-01-01,-112.29,50.04,20.27,30.13,74.13,16.99,28.55,53.09,18.24,25.67,53.32
2041-01-01,-112.29,50.04,14.51,26.18,53.46,16.45,27.14,48.52,14.97,31.22,57.07
2042-01-01,-112.29,50.04,16.54,33.86,56.86,16.86,27.96,47.00,11.72,26.68,52.18
2043-01-01,-112.29,50.04,13.45,26.83,67.16,14.89,28.56,46.42,16.68,29.83,72.50
2044-01-01,-112.29,50.04,16.15,30.15,58.24,17.02,26.81,68.70,19.40,31.86,47.04
2045-01-01,-112.29,50.04,18.63,29.95,42.00,17.76,27.59,50.52,19.45,34.17,55.15
2046-01-01,-112.29,50.04,19.36,28.02,51.46,13.42,29.10,60.51,14.69,25.56,43.54
2047-01-01,-112.29,50.04,18.13,34.09,65.92,17.96,27.28,57.47,16.57,30.33,83.56
2048-01-01,-112.29,50.04,22.52,34.76,50.68,15.93,27.30,55.67,17.01,34.95,51.88
2049-01-01,-112.29,50.04,17.72,32.00,64.27,21.77,33.05,56.82,16.05,28.76,78.97
2050-01-01,-112.29,50.04,16.12,28.76,43.88,16.68,24.34,38.37,16.09,29.69,49.93
2051-01-01,-112.29,50.04,18.32,28.89,52.09,12.44,24.62,43.18,16.21,27.22,55.43
2052-01-01,-112.29,50.04,13.39,31.02,50.29,14.73,30.25,61.91,15.03,25.97,43.09
2053-01-01,-112.29,50.04,14.75,32.79,59.75,16.50,27.70,62.06,15.56,26.43,45.32
2054-01-01,-112.29,50.04,16.48,25.54,45.90,16.94,30.82,54.04,17.63,33.63,57.76
2055-01-01,-112.29,50.04,15.00,24.03,65.10,21.00,33.08,76.79,15.84,32.48,45.91
2056-01-01,-112.29,50.04,21.50,30.38,49.91,18.83,25.81,51.91,18.82,28.56,59.72
2057-01-01,-112.29,50.04,15.72,31.42,87.73,11.62,21.18,37.08,14.31,26.77,48.80
2058-01-01,-112.29,50.04,18.54,27.66,50.06,15.89,29.00,41.37,16.26,30.47,59.60
2059-01-01,-112.29,50.04,17.35,29.15,61.31,20.13,28.07,62.81,14.93,33.05,60.21
2060-01-01,-112.29,50.04,18.07,24.87,45.98,18.85,33.98,61.88,23.25,31.31,72.21
2061-01-01,-112.29,50.04,21.07,30.69,64.97,17.18,22.76,71.92,18.96,32.76,72.37
2062-01-01,-112.29,50.04,18.00,27.26,61.86,17.30,28.62,52.48,23.38,28.02,71.49
2063-01-01,-112.29,50.04,15.03,32.91,64.27,14.18,28.87,48.11,17.78,25.29,59.37
2064-01-01,-112.29,50.04,17.20,26.90,38.46,19.28,28.53,77.82,18.38,37.73,54.90
2065-01-01,-112.29,50.04,16.26,25.33,41.55,15.92,24.04,52.82,17.51,28.92,100.15
2066-01-01,-112.29,50.04,17.71,30.32,55.23,12.55,29.57,57.75,18.91,30.53,71.17
2067-01-01,-112.29,50.04,16.98,31.17,57.63,14.54,21.92,45.29,19.96,33.53,73.93
2068-01-01,-112.29,50.04,14.09,26.84,49.19,19.57,29.25,53.48,14.07,30.79,56.27
2069-01-01,-112.29,50.04,16.99,26.89,50.94,15.59,23.33,74.26,16.57,27.49,58.82
2070-01-01,-112.29,50.04,13.69,25.76,47.82,18.56,32.47,76.19,13.62,25.57,49.95
2071-01-01,-112.29,50.04,19.03,29.72,48.06,16.70,27.69,41.88,19.07,26.33,52.10
2072-01-01,-112.29,50.04,19.15,35.52,53.40,14.06,32.13,53.41,14.36,32.21,77.48
2073-01-01,-112.29,50.04,20.62,31.95,53.43,17.00,28.61,56.27,13.33,28.42,58.26
2074-01-01,-112.29,50.04,15.70,31.85,44.13,14.54,29.48,62.48,15.85,29.71,38.32
2075-01-01,-112.29,50.04,14.01,22.56,45.60,16.98,24.60,44.34,21.14,35.43,61.05
2076-01-01,-112.29,50.04,20.27,26.52,40.24,17.34,29.85,44.64,17.62,29.63,54.41
2077-01-01,-112.29,50.04,20.32,31.56,39.85,12.92,30.59,56.80,14.91,27.54,41.79
2078-01-01,-112.29,50.04,15.49,26.66,59.87,15.91,32.63,47.00,17.49,31.70,50.11
2079-01-01,-112.29,50.04,17.62,28.97,63.60,17.30,29.25,49.16,18.61,30.72,45.80
2080-01-01,-112.29,50.04,15.68,26.15,59.19,15.77,27.70,55.27,17.01,31.95,65.05
2081-01-01,-112.29,50.04,14.44,29.60,63.27,20.30,30.49,43.31,18.35,38.91,58.63
2082-01-01,-112.29,50.04,17.36,28.09,80.61,18.76,35.49,55.85,15.43,29.62,67.02
2083-01-01,-112.29,50.04,20.13,28.45,49.28,19.90,28.53,75.21,23.53,38.62,66.96
2084-01-01,-112.29,50.04,17.22,25.36,51.49,18.63,34.60,52.90,16.97,29.85,52.94
2085-01-01,-112.29,50.04,17.28,25.05,40.98,17.11,29.88,50.43,20.75,29.64,57.68
2086-01-01,-112.29,50.04,16.07,26.01,41.91,16.89,30.55,74.42,20.84,31.02,82.77
2087-01-01,-112.29,50.04,17.74,29.91,59.93,20.01,31.64,91.64,18.57,34.33,61.29
2088-01-01,-112.29,50.04,20.91,29.77,55.72,16.09,25.65,39.19,19.98,30.34,43.91
2089-01-01,-112.29,50.04,15.10,28.71,71.89,20.68,34.69,80.08,19.33,26.90,76.71
2090-01-01,-112.29,50.04,17.26,30.24,85.78,19.58,25.49,46.35,19.36,26.53,42.45
2091-01-01,-112.29,50.04,16.21,28.42,52.34,13.19,26.11,71.60,25.71,36.84,89.27
2092-01-01,-112.29,50.04,19.49,31.52,56.34,14.64,26.10,55.03,19.63,27.11,55.23
2093-01-01,-112.29,50.04,20.49,28.52,52.37,16.47,23.88,48.58,19.11,29.24,57.76
2094-01-01,-112.29,50.04,13.93,23.13,56.53,15.47,29.76,58.20,19.55,34.28,52.38
2095-01-01,-112.29,50.04,16.88,27.37,53.13,16.22,27.33,47.47,17.20,32.05,51.74
2096-01-01,-112.29,50.04,23.85,36.51,63.94,19.27,24.92,45.35,20.48,39.85,96.24
2097-01-01,-112.29,50.04,15.12,32.62,65.84,17.49,33.55,53.42,14.12,26.01,54.06
2098-01-01,-112.29,50.04,13.39,24.57,47.67,16.19,28.71,54.53,20.42,30.85,67.78
2099-01-01,-112.29,50.04,15.56,23.67,100.85,15.76,29.64,42.98,18.49,31.85,54.83
2100-01-01,-112.29,50.04,17.21,27.85,51.79,18.17,31.76,58.97,14.69,23.56,32.18
